x,y,token
4.517734,19.66106,отправляться
10.978969,26.912607,селербэрна
2.3649335,9.961498,прожить
-48.8808,9.945906,речной
-30.588116,-30.09965,копия
34.032146,-39.596462,садиться
-3.6387076,0.1392643,направление
-34.57986,-48.78389,смолкнуть
-54.053787,7.511024,онтава
-32.15758,52.91154,ломина
31.314331,-20.545544,буркнуть
-26.923748,1.8187835,кровавый
-19.65457,49.331936,прозвать
32.19918,-22.598602,горбаг
-4.289419,-21.292475,том
1.1998031,48.77917,деяние
-33.095757,-32.180515,стальной
-2.4041703,-56.053757,тяжесть
0.033050135,-17.592455,незнакомый
-39.73278,41.06703,нагорье
-16.17056,-30.442822,площадка
-10.531451,46.644665,считаться
21.912724,-28.158249,сорваться
-22.697042,55.13752,нуменорский
-28.151934,17.79241,верхом
1.3614532,31.090338,темница
54.411404,8.169959,серьёзно
-33.744137,15.820156,поскакать
45.312267,36.107502,естественно
-7.168555,57.375904,создание
-24.569094,14.974978,застать
1.001047,-1.8876666,команда
7.2434964,43.06314,выстоять
-27.063171,55.52855,финарфин
42.805145,-23.586527,болтать
-1.1284955,29.059803,прощальный
42.23364,26.573973,занять
-40.947014,25.12964,примчаться
18.825024,-48.843266,осмотреть
49.83759,29.218586,рассчитывать
7.493523,-48.94023,откинуться
71.01918,-5.2778754,вpемить
20.025532,-28.351646,завопить
-32.069057,54.835533,белечь
-19.449318,14.623296,разбить
4.456371,19.641079,назначить
-57.646626,-16.047209,гуща
-35.773354,-14.385053,весенний
-55.10307,-30.599138,клок
-41.262184,11.161053,селение
52.757126,26.981598,отличный
26.879532,21.218927,заранее
28.12856,-23.07004,догнать
-5.351439,7.561429,тронуться
37.84311,3.4152849,грустно
5.4392047,14.70327,защита
5.9483385,-16.160189,податься
10.176055,19.758974,дождаться
-18.893972,-39.418205,поверх
45.73876,-14.371892,генералиссимус
21.324162,-43.18356,удобный
-24.794695,2.5304317,скрытый
42.47909,-22.468956,угощение
24.02794,0.6706596,худой
33.35009,31.818724,действовать
23.095064,-49.187214,телефон
-25.309898,-33.778187,неподвижный
-35.842575,28.059464,натиск
1.5765481,48.355892,подвиг
12.733271,-40.595634,локоть
11.848225,9.148433,помеха
14.165428,-24.783422,шёпотом
-36.823895,-22.69108,искра
17.705462,-25.55028,испуганно
29.841898,-40.183624,готовить
-53.236248,4.359935,топь
-13.343579,-3.7885478,видеться
49.622295,-15.051836,брендизайк
52.88918,28.367247,штука
-36.905254,-53.294712,трубить
-47.338207,-3.0037165,изгородь
41.928596,-40.865036,филя
-36.330093,27.508596,осада
-40.7707,18.308847,изенгардский
5.663852,-23.908525,вымолвить
-7.0298686,57.7229,знание
-13.612597,61.043255,выковать
-28.32256,50.15249,дориат
47.557587,5.5881267,спустя
-15.359213,-7.5161605,пустота
-33.527153,23.713974,увести
49.58278,21.399132,застрелить
28.88566,40.33233,сомневаться
53.897495,21.306732,завещание
30.917725,-8.801742,подеваться
39.06494,2.2322335,прервать
-24.190294,52.5314,маэглина
-35.273525,-13.805434,летний
0.2017934,53.616642,утратить
-49.699158,-29.642097,полог
-57.403183,-14.894308,камыш
-11.122249,-31.195885,грязный
22.892485,-26.60116,прыжок
6.885535,-45.79823,оркский
25.14633,-24.944286,верх
30.072287,-41.754463,вкусный
-43.27764,-1.1032939,туннель
34.797737,-12.355749,честной
-35.849545,16.836267,ополчение
47.413414,13.251466,родитель
54.49546,5.3094263,мальчишка
-15.876232,-30.510757,этаж
-30.035994,8.417158,недра
-54.251583,-34.220768,гроза
1.5664514,30.003073,предстать
-53.52961,-11.437506,полоса
12.16286,-23.233356,припоминать
4.778154,-29.717798,шевельнуться
-10.839233,9.164564,раненый
-31.067165,-52.50978,содрогнуться
7.780561,10.146229,опоздать
-54.60265,-21.789165,небесный
-21.063557,59.389507,арнора
-12.575808,-31.154203,ковёр
23.44377,-33.660248,поклажа
29.095226,-7.747981,догадываться
-13.976263,60.087425,храниться
-51.128174,10.866509,впадать
10.785064,-60.62815,охотничий
24.647154,-2.784842,беседа
39.635796,10.850469,важно
39.09659,6.7891,ужасно
-18.501083,53.92503,сильмарить
50.37942,-1.823217,вежливый
-54.558273,-30.204268,пелена
-18.844198,-26.660936,петля
50.279106,20.034084,подозревать
37.996,36.245026,несчастие
-53.763657,9.73945,пересекать
-7.4207582,46.590103,немногие
-11.875392,-7.2043447,поверхность
-56.05645,-7.594734,виться
21.776777,8.757862,зелье
-30.12441,5.2373676,лёд
-51.461304,-7.343463,надвинуться
-4.6985354,-23.869493,махнуть
21.23204,37.45819,поручение
-6.329816,52.432552,величие
-19.76997,-33.103344,снаружи
-48.910046,6.714589,прибрежный
-19.092106,19.672005,отчаянный
-29.03371,14.637476,приступ
41.22808,-40.31815,бомбур
-45.249065,-35.14954,заслонить
-14.273589,1.6772543,диво
-36.197685,-46.998016,безмолвие
28.748732,16.106016,прочить
-53.956547,-24.368765,закатный
41.8466,-3.3607228,спорить
-1.6581291,37.78017,тревожить
3.0308132,-55.05411,поднести
-5.7205725,-35.591995,бревно
-30.718983,-4.1073155,затопить
10.82079,-3.6240385,подвести
49.04332,15.008514,составить
-41.938232,-35.11021,чудовищный
-18.7314,4.5940833,помалу
13.876174,32.21117,выслушать
-34.208775,-29.999882,черно
25.967466,9.291426,н
-20.18194,-39.2221,откинуть
-46.73603,-36.1912,вспышка
44.723312,5.1610494,ощущение
25.69005,-42.20907,уголок
24.600323,-28.054176,живо
-9.241489,27.226788,печально
24.648476,42.167976,выдать
52.00488,19.962557,ригана
-26.962784,-26.63222,светло
55.48572,-7.382325,замолчать
47.99108,-17.084642,норгордый
29.157282,-27.56878,насквозь
-12.352577,44.75422,легенда
70.75199,-2.0135736,галактика
-6.406887,11.134894,накануне
14.448996,-53.27104,лампа
5.2585387,26.776152,прибыть
-39.003456,17.721165,гать
-48.84331,-15.421304,смутно
19.528257,41.986843,отобрать
34.20277,-14.987794,сходить
-54.840588,-8.202448,теряться
-24.618347,14.927711,врасплох
25.40726,-45.710518,кусочек
-11.964293,16.793396,почуять
-13.046739,24.358599,погрузиться
-38.523197,-47.847336,рёв
-22.284306,38.91481,рубеж
-31.304213,57.29048,куруфина
-51.16925,16.595665,теснина
-5.9838433,41.90616,богатство
-53.54005,1.6290524,тропинка
-35.401123,23.807827,разведчик
-33.353745,43.544617,приплыть
-48.958252,19.04497,горгорота
16.27352,-22.89167,расслышать
-31.790964,17.378172,осадить
-0.17774914,-40.232708,потянуть
16.839619,44.604668,мужество
-17.668074,-50.326954,хвост
56.699337,-9.809263,засмеяться
22.621214,-47.863388,кофе
0.4029584,2.3386102,десяток
-9.875342,49.851494,трудиться
4.2076035,-28.996107,одолевать
-30.621862,45.77279,тирион
1.9802485,58.080116,потеря
30.547518,5.944884,даром
-30.446323,32.612843,подвластный
37.428562,-19.809067,ребята
0.7699032,-6.1930285,бывший
43.05778,11.143113,устраивать
3.8159132,22.562414,разыскивать
-30.783056,-54.01524,ответный
7.494149,-36.210773,скамья
3.0950422,46.694088,рок
0.36427128,24.826975,черёд
-53.611397,5.5589447,завертеть
30.529411,-8.396556,невесть
12.529447,-0.6137422,незаметно
23.390112,-47.052063,масло
-30.664822,-43.67316,шорох
27.312412,-30.98902,ловить
-14.154747,-6.8331366,ощущать
41.88146,24.845139,менять
-7.4768357,56.8602,творение
-34.284515,18.638493,конный
-28.300274,-18.682182,прочный
8.195318,57.478413,противник
-42.39573,15.685401,троп
-3.6160064,47.706455,нежели
0.18320428,-50.23389,шар
1.3657448,12.5582695,праздник
1.7739972,55.221733,владычество
-26.287004,-35.301834,фигурка
47.297947,22.635862,позволять
-34.281578,18.67954,пеший
45.69715,-17.88319,доложить
-9.095483,54.873585,эра
17.56383,-49.31536,конверт
-39.10863,-17.654476,вяз
-33.035183,56.315353,турамбар
26.151426,24.342543,избавиться
-34.40969,22.308613,военачальник
67.393845,3.8888154,м
27.391924,23.91569,обещание
49.79048,16.55071,школа
23.515417,32.48127,мечтать
-10.543379,39.145218,металл
-3.981642,-52.817577,перехватить
12.353175,-19.698084,изумлённый
28.482927,-45.619976,горячий
-11.187005,-56.162685,выхватить
-2.3055723,22.790028,горе
32.44089,39.135265,оттого
28.735876,-35.418343,улечься
46.231323,35.973545,факт
-46.125633,22.486311,развалины
21.501484,-47.37749,бутылка
49.17535,-12.885632,лякошель
24.035173,12.730351,распорядиться
5.727633,3.6901064,сбиться
-36.561764,-5.7764287,элберет
10.824326,34.66209,гайма
40.48836,1.5122429,приятно
5.1432033,-22.171701,перед
5.0928044,49.544224,отважный
-24.3772,0.2091011,вблизи
-37.251366,21.176397,прорваться
-53.075844,4.6690917,привражий
27.524918,10.474712,короче
-24.275864,28.524971,эорёл
-11.457228,44.354538,людская
-22.607876,-2.495005,проникать
-29.801807,-28.945198,железо
47.615868,37.5987,опыт
21.821648,-19.65074,обронить
-20.901806,36.440327,глухомание
29.797812,16.66097,упомянуть
-31.67622,-0.030770268,окружать
-40.29334,-15.197733,залить
-4.1691546,-31.98119,слабо
11.847694,-30.445284,облегчение
-15.009774,-25.530409,зашагать
1.9103965,-34.836876,нехотя
-4.017068,44.46355,благородный
-41.78258,-27.72206,прохладный
44.98105,-12.168122,ихний
-50.756645,-13.969021,громада
-41.44154,-40.947475,метаться
-60.19488,-7.64734,лесистый
-10.545986,48.818356,поколение
26.791306,19.38534,строго
1.5249099,-24.081356,вглядываться
-8.066333,-9.868379,середина
4.4941616,32.878143,присоединиться
52.007492,29.307499,иметься
3.0744462,-50.824368,поцеловать
-12.967661,9.645595,сигнал
-17.866365,21.236269,хуан
-18.645218,-15.906092,лужайка
10.254284,-47.963646,блестящий
-5.4556627,20.587915,скрыть
0.31253576,14.41266,летопись
-33.89194,-50.188812,зов
55.75154,2.3632941,одновременно
42.86941,34.88249,условие
41.655354,-14.554348,ой
-42.728867,-13.502873,деревце
-25.589611,47.08548,скорбный
17.285635,47.582874,радагаста
-25.31574,56.503212,супруг
8.23343,17.340248,задержать
-57.34638,-3.725829,пологий
21.695274,-29.517279,гнусный
-26.22741,49.66185,эол
-0.91330516,-26.268381,утонуть
-3.1684124,38.53501,приносить
56.701275,13.584966,агент
-19.209246,-32.091064,скважина
-5.212199,7.4364557,передохнуть
56.711708,9.104641,агнесса
28.532993,8.355582,пример
6.318271,40.64214,горький
68.16094,1.577874,миллион
-32.343765,18.889055,дружинник
-25.275133,-57.206215,звонко
-36.424282,-48.83023,отдалить
-41.73206,-13.952155,зелень
27.126293,-44.101624,вкус
-43.34614,-4.7556515,поодаль
19.350704,-6.3481054,заняться
51.173183,33.35048,станция
11.475286,48.892628,лиходейский
54.5377,19.04349,офицер
-11.518359,39.836266,плод
-6.52889,-20.944214,нежный
-3.960264,16.973118,животное
-33.795578,-26.776007,алмаз
-14.289441,-16.570498,дубовый
-35.341244,18.580563,передовой
3.511742,55.852997,падение
3.0313306,-43.46219,разом
-48.408745,7.5167,поплыть
27.774046,39.1975,надевать
-6.781719,-10.211716,деревенский
-37.44839,-22.819155,блик
2.0207486,13.991367,согласно
-16.796024,-35.817764,распахнуть
-28.924541,45.95182,синдар
-55.62451,-22.951473,заря
14.863216,28.41225,глоина
35.378235,3.0029774,толковать
56.71612,20.721083,член
-7.129103,33.45836,онтица
3.7204957,-41.790813,вылезти
10.118141,-5.2552614,хитрый
38.91459,8.617131,ошибаться
41.96508,-11.131468,деться
17.050735,-22.676031,прощание
-37.909187,20.490591,выслать
-36.68163,43.549973,побережье
47.99193,2.2621017,отложить
-2.5372183,19.24705,отважиться
-24.392017,23.004711,отнести
-19.40661,38.07929,гондорцы
7.017909,-16.742857,поджидать
27.561012,-25.742287,пруд
-11.309338,55.068363,вард
39.89015,-28.519827,хоббитец
8.358587,55.859768,страшиться
30.567295,-44.93764,путлиб
38.930096,0.8552724,подозрительный
-9.14896,-17.421118,расхаживать
55.819237,12.78897,лакоста
-54.55094,11.527069,взгорье
-27.670988,12.976441,южанин
10.886301,4.7951055,провожатый
69.63833,-7.2782536,маpвино
37.361393,45.47914,перемена
42.001003,27.927149,занимать
-10.653896,-30.894424,грязь
-59.179165,-5.050868,эфель
32.278606,-43.866062,кружка
5.20068,-45.214073,приложить
12.556264,-37.788216,люк
-49.83119,-15.269225,исполинский
2.061354,3.6982157,порода
0.42355883,45.667652,разделить
-40.68001,34.990284,неприступный
-25.409933,39.052795,подземелье
-23.65017,3.4672997,угаснуть
-27.149906,-21.604656,рослый
-9.945013,-47.301537,паутина
-15.480785,3.6620257,ступить
-55.18504,-9.621966,нависать
69.94611,-5.448275,pаз
28.59918,12.787566,расспрашивать
40.532364,4.1730723,удивляться
-35.474182,29.658197,устоять
68.77987,-2.9159179,абсолютно
-7.68134,4.826273,окрестность
5.4079537,40.590576,постичь
-56.417263,2.3840828,направо
18.556349,50.387745,испытание
-51.835808,3.3456306,продвигаться
54.985237,4.1603694,сводить
-53.492,-30.210188,клониться
-36.856747,19.071787,хельмов
-6.016263,-42.202576,торопливо
-55.638493,0.46674266,зарасти
7.127156,-45.387447,шкура
-3.3187804,-8.802817,гараж
32.98605,-41.623566,чай
16.87926,9.604655,удивительно
-11.822716,21.327028,незримый
-27.45592,-25.647877,блестеть
-10.614973,-42.983936,скользнуть
2.5414839,44.26127,вольный
-12.572491,47.850018,дивиться
-2.076808,5.961397,ездить
-28.402966,10.282954,кольценосец
12.923006,51.053402,свобода
39.503796,31.738688,утверждать
4.9617662,48.639668,плен
-50.450436,0.43265805,ведущий
43.40037,-17.337446,ширриф
-0.099124014,56.691185,обличие
31.386707,18.025566,путешествовать
32.22006,-25.659946,вор
-18.841545,-24.593262,укрытие
-14.47055,37.166866,окружный
21.827164,39.27778,дорого
24.37025,-2.51205,мирно
36.280407,4.014036,упустить
20.135603,46.971294,угрожать
17.999104,49.781902,гибельный
34.166508,22.66654,вслух
-15.390277,39.573265,появление
0.15182677,-38.33839,свалиться
41.62921,5.226905,наоборот
-37.665886,-40.909878,промчаться
-0.08368095,-26.79934,засыпать
20.237656,37.067196,поддержать
21.651672,-53.006832,спальня
30.565928,-42.58589,напиться
27.306124,-43.725452,яблоко
6.416334,23.682858,опередить
35.8154,21.07946,объяснение
20.833931,14.057301,дорогой
19.23294,19.47797,велено
-50.95484,-24.053026,озарять
22.74415,-24.247501,бормотать
68.67286,-3.673706,вселенная
-35.78923,13.607193,провожать
0.6844301,16.82856,лиходей
4.967497,32.238194,суд
45.414486,22.570606,причём
5.5624747,-37.988293,приоткрыть
42.583862,37.094097,использовать
-35.186657,14.979236,выступать
-15.515744,-34.872818,распахнуться
-34.90521,49.37394,сравнить
-38.165382,24.705252,несметный
13.162442,46.949852,причинить
-6.6493144,-44.830154,четвереньки
7.5035124,-51.0156,свёртка
35.35489,15.334651,услуга
27.410368,5.246077,маловатый
9.153086,0.051705044,вдвое
-26.997025,-52.966625,леденящий
-29.84356,11.39188,горислав
-6.6415167,-2.2502966,исходить
18.927835,24.034014,закончиться
46.644287,30.831028,военный
6.664885,16.176363,сжечь
-17.405188,51.542,арвено
-37.053947,24.809149,орда
10.766046,14.318223,свидание
28.178251,11.647943,рада
-19.5329,-8.097889,сплошной
-13.772409,-55.526585,барлог
-23.548498,23.193594,покоиться
-38.94057,-43.267776,вихрь
60.881042,-1.8412455,тип
19.889616,31.025433,благо
-48.476284,-27.078125,пробиваться
51.131565,32.41212,база
-28.130114,-52.729187,свист
-35.754627,-26.223242,горделивый
-15.073824,6.2234187,нагнать
-10.760316,49.851456,приход
-28.1944,18.879162,седок
-33.6904,-47.533894,нарушать
-35.299526,48.94575,синдаринский
44.340923,-15.812432,привратник
-48.03711,-6.6372333,зиять
56.131435,14.417869,морроу
22.31774,-52.69635,кабинет
-31.165165,16.72999,развернуться
32.383175,-3.7662158,повидать
41.182285,21.662016,честно
-34.213127,-24.205744,изваяние
-7.0054955,-54.164345,швырнуть
36.830185,-36.215393,посидеть
25.04923,24.946035,решать
50.261845,-0.6774952,тон
12.273136,-19.112959,строгий
32.629593,36.087482,испытывать
53.602497,15.708002,позвонить
-58.092922,-26.771852,простереться
38.103825,27.005024,мнение
20.306984,32.960957,обида
32.963047,8.636157,справиться
-40.199364,32.097004,ородруина
22.692041,-29.25619,грышнак
-53.27718,-8.163545,чернеть
-44.81484,8.074,проложить
13.453186,48.528477,лиходейство
19.026184,-18.079147,вздох
16.40972,-0.41741633,целое
-32.410095,-24.137571,седой
-43.91847,-23.299934,колыхаться
15.382486,48.73031,сдержать
49.300808,10.879746,прочесть
-0.9048234,21.764193,дважды
4.301561,57.75672,чара
-16.229359,-9.335497,наткнуться
45.049427,15.552968,отличаться
-3.8809905,-15.140847,подле
38.461906,35.346867,отнюдь
31.962847,-24.433487,полезть
7.0719132,-29.162651,пошевелиться
-23.992281,-26.836338,скользкий
-0.62390447,-41.126865,шепнуть
-27.782784,-21.48433,величавый
45.761215,19.880981,занятый
-33.342533,-34.059177,клык
4.385907,-26.342066,веко
33.053043,31.500507,необходимо
16.277214,33.494164,любезный
8.705754,-49.18985,подбородок
7.550394,53.04819,борьба
29.80018,31.720177,воспользоваться
-26.116592,13.6548,драться
51.812595,30.56252,доллар
-52.528854,-3.9876482,выступ
30.813356,-21.953037,лугбурза
2.0567153,-31.785353,мелькнуть
-6.3703866,-47.000587,нестерпимый
45.48789,22.479223,намного
26.369383,-21.536089,сбить
-3.1334634,-18.245155,зазвучать
-28.12109,-53.383583,пронзительный
-35.209427,-37.47806,рассыпаться
53.90806,24.63178,нарисовать
-25.19341,-30.863495,нырнуть
-12.557767,-48.701385,отпрянуть
0.17533147,53.308033,гордыня
15.859635,29.729223,сопровождать
-12.968933,-18.362516,хворост
47.790535,-18.915762,балка
67.40478,3.9482188,хм
-58.376,-0.3666932,подъём
-10.208736,4.742478,олень
-40.160965,42.399467,гелиона
-47.555508,-23.664484,тускло
-2.3108115,-10.470452,деревня
10.195474,-28.966719,раскрыть
29.030273,14.124859,позаботиться
39.461052,-16.384914,изрядно
28.454916,29.890188,польза
-6.7364974,-16.950205,зала
7.32424,6.7833877,везти
-47.543594,-19.560915,серо
28.954134,27.08818,сдаваться
32.405796,43.073174,воспоминание
-55.00237,1.8537365,обочина
-42.85305,-33.41327,кружиться
13.888996,-55.357048,ложа
-34.44988,22.291012,воевода
-25.139648,-8.456501,пепел
48.13414,17.0507,ставить
-15.072271,-2.157516,зрелище
48.20594,9.919844,мальчик
36.50477,-30.541586,травка
-45.50639,-12.583497,густо
-39.874214,42.412567,нарог
9.916269,42.682945,верность
-4.1149216,19.17958,ненавистный
7.814246,17.014175,невредимый
-12.692276,31.626038,минуть
-16.401514,36.810013,многочисленный
-38.81294,43.30169,оссирианда
52.129425,18.954653,отдел
-59.238953,-21.872396,опускаться
-33.90689,-25.032356,облачение
-31.09355,-50.68771,колокол
-2.913275,-18.409369,напеть
-37.360966,-13.409156,птичий
24.172724,30.11067,забывать
25.975657,-23.415041,тащить
-46.805122,-33.280502,вспыхивать
-9.614562,-55.44639,ничком
32.982285,-10.215557,пускай
-20.56854,57.555386,престол
-2.5302646,-51.216827,задрожать
-20.295725,12.743138,выбить
-42.16988,-13.190231,ясень
-35.131306,5.484084,налететь
35.943985,-7.695898,помнится
34.633415,28.66909,вызывать
-45.9567,-30.344498,ливень
45.97185,-12.321735,лотто
-29.990309,6.6341395,объять
-57.169914,-10.576826,вереск
-7.9907627,-44.419952,рыба
-38.295227,39.100163,дебри
27.432714,-4.522941,гадать
-12.36992,-58.628613,пронзить
-3.6509485,-50.09014,прижать
-44.85503,4.4835033,расходиться
-0.07442296,40.364807,завершиться
9.496215,-10.482332,сидя
-54.54441,11.55335,приречный
12.751573,33.19276,свидетель
-49.3084,5.0772886,причал
-6.7075133,48.120197,вначале
-13.972156,36.31464,линия
39.752266,34.347954,относиться
45.674603,-15.0594425,охранец
-20.664778,13.543789,прикрывать
55.576855,5.6543074,блондинка
8.966129,41.88093,отныне
21.855856,1.979884,водиться
-56.95622,1.100945,влево
-54.80341,11.798989,простираться
-13.789144,-5.9171605,заглядывать
5.862753,5.9887576,прямиком
31.059072,-13.197938,помалкивать
-8.765408,-46.02263,морда
27.71586,35.78133,сожаление
15.243268,3.9719176,разыскать
24.708967,7.179803,громадина
-44.292305,8.881783,перебраться
33.816246,5.31266,храбрость
0.699635,-2.3753839,отсек
-48.858078,-19.917841,струить
29.981972,-44.44425,фляга
46.678726,-9.136251,накручинс
50.686382,24.62494,состояние
40.81885,6.1185474,непонятно
-38.86351,-43.250484,пронестись
-49.220882,18.923021,изгарный
-0.64911866,50.031425,даровать
21.799755,15.116023,пристать
-49.277912,3.4477174,переслать
11.483115,-43.056423,крышка
9.720457,-41.320976,дюжина
24.248667,-52.614246,звонить
11.897605,12.212478,саруман
-38.5837,23.71794,хородримец
-30.512796,-2.037492,бездонный
9.512133,28.988554,смотритель
17.703009,-2.0773826,снести
3.5824816,-1.7397457,делаться
-17.024582,56.78404,имладрис
-32.56674,-38.35085,могильный
-26.402887,29.940823,повелеть
45.815086,-12.895755,шаркич
49.695374,-14.961185,брендизайка
-32.10835,55.048378,гвиндора
-6.948686,17.881437,жертва
10.416529,-60.55344,наконечник
33.066303,-18.356695,пускать
-14.206671,11.569763,пугать
-43.31562,40.21948,гален
-4.2337947,-20.174267,распевать
-35.59974,41.17537,возвести
-38.940273,17.388515,излог
43.860245,35.671356,способ
-24.675814,12.493344,вожак
10.692328,52.752266,благодаря
20.505722,37.369476,советовать
23.587288,-26.44037,подстрелить
-13.943457,-24.481058,молчаливый
51.0635,16.972555,купить
-13.813503,-57.858723,смертоносный
56.007187,24.77404,возраст
-5.2577133,-2.5035775,сходиться
-0.2636979,-34.623997,сознание
-15.649715,-31.274553,холл
-57.822495,-17.964062,нескончаемый
-24.758646,13.5549,истребить
-47.945084,34.58236,стяг
10.318318,35.226517,советник
-58.31679,-1.1377509,спуск
-12.096325,-37.889473,мокрый
-39.862892,14.942113,дозор
-24.861109,6.104164,гнать
-26.800518,-14.207137,отчётливо
41.888176,-40.916397,киль
-5.401797,-49.448666,вцепиться
-35.641663,41.096764,воздвигнуть
-3.0699723,-48.517242,зашипеть
-51.793213,12.381986,зеркальный
23.17567,-34.174526,прихватить
8.977197,-48.026394,рассматривать
-2.5735462,22.219149,смертельно
3.9148698,-7.1401334,дорожный
7.262169,13.081953,набраться
38.5663,28.153666,заплатить
-45.19094,-24.517475,белесый
-12.1160555,16.394892,встревожить
9.3221,52.203762,сдерживать
2.7905295,52.627453,низвергнуть
-5.2606936,32.12509,беседовать
-21.965445,24.63382,трижды
-13.863931,-10.213305,отчаянно
40.483208,-10.964505,участок
-20.349121,-42.71771,светящийся
-15.719914,-31.557356,дверца
-20.49911,-11.643582,полететь
-27.945065,-46.616405,треск
56.411495,-2.276165,гарри
-46.176884,10.618066,перевалить
-31.997135,-53.520267,барабан
-36.602924,6.122846,бушевать
-26.664371,54.309044,эльвинга
-29.13497,47.778816,беор
-12.703158,-57.660957,жало
-47.177567,35.074818,амрота
-35.96514,-13.887311,звенеть
-17.064375,19.319807,бегство
35.58258,-30.109331,кролик
-14.05438,23.439234,внезапный
-47.007957,-18.44624,пена
12.476579,-38.88314,скафандр
-33.960712,-37.560368,грозно
-39.747715,-38.07175,дымиться
-25.451138,56.87256,младший
-8.651108,29.63779,жила
48.077934,37.118084,присутствовать
-20.069897,54.89154,араторный
-27.893305,-25.023645,платье
-1.132543,-17.432325,описать
-8.962514,26.27622,услыхать
-0.13826731,4.1915355,метр
-34.77141,26.310268,нападение
-12.791769,30.284767,меняться
-42.22884,0.7454151,крепостной
-45.800735,29.470568,миндоллуин
-8.021129,-54.92452,хватка
25.791737,25.894888,терпение
-46.522404,9.804034,буйный
19.564295,20.541761,проведать
30.40549,-4.029163,гнаться
59.06559,8.2970295,джо
30.931322,30.623661,выполнить
-35.566074,29.104576,сокрушить
-45.005066,10.782745,чащоба
-29.546621,53.49272,хадора
-33.136555,14.477279,опора
-13.833061,-23.90071,шествие
36.79121,-24.299217,пробовать
-6.7263083,53.184704,недоступный
-5.4311733,-52.699245,коготь
6.007947,-27.335463,раздумье
13.247009,-20.413364,удивлённо
-27.273447,14.601791,засада
-30.663582,-38.92598,умчаться
7.1992893,19.516716,тревожиться
-32.459244,-20.119965,покрывало
16.264708,-26.284018,выкрикнуть
-52.97337,-26.821491,светило
24.546585,-46.12929,банк
-24.370113,-34.585846,плясать
0.08127741,20.31057,одиночество
-8.65636,-47.556423,смрад
11.288124,44.369484,погубить
-35.411896,-13.789109,осенний
51.08984,32.61854,скиф
-29.889135,11.43115,всеславура
34.91487,-5.8336945,прощаться
-3.4066389,-7.352411,помещение
26.85969,30.89036,обязать
-3.4088373,44.793266,равный
14.441006,-21.963863,коротко
41.58593,-7.835391,здоровье
-6.457693,-21.547161,ласковый
-49.175014,1.5286404,замыкать
-24.286621,34.15484,дунхерг
-36.120502,8.246265,длань
21.638607,-15.526118,отпускать
-13.3454075,-34.800495,отъехать
47.659,-18.830853,толстик
39.240803,-28.945951,ссс
-2.3514907,11.016294,шестой
33.028454,-14.601332,надумать
25.704447,7.4195375,бродяга
-2.420536,12.39933,пятый
-11.9423065,26.519463,кануть
51.380337,22.523129,расследование
-12.04883,6.9977436,пята
-9.745139,-47.207214,цепкий
17.564415,-55.7217,накрыть
18.790918,27.456427,впредь
13.729964,-45.897655,перо
10.746226,-50.720337,подушка
3.0997715,36.61655,заклинание
16.971357,9.804561,удивительный
69.49986,-8.520189,мистеp
-1.1150818,-0.15719165,длина
-28.478497,-9.677925,разойтись
-44.69007,-39.15416,полыхать
-6.173394,17.822691,отвратительный
-27.655993,50.16558,потаённый
30.10732,21.969591,подозрение
-30.69637,-43.681213,шелест
54.34339,-1.2909861,вивиан
34.91474,24.155437,вынудить
21.348415,41.302097,подлинный
-22.436003,20.520302,драконий
26.761602,26.254936,разрешить
43.82954,23.184544,понятие
33.180275,38.94012,зрение
-41.485043,15.454373,развилка
-54.052197,-17.630003,освещать
-21.054506,59.752647,анарион
-14.625857,10.636862,мордорский
31.041653,-14.30592,пожалеть
-20.08478,54.326126,элессара
-24.254696,55.05187,владетель
32.684456,-15.539632,поискать
-19.412222,-16.771807,лента
40.99034,19.146044,скажем
54.61119,7.665655,доктор
46.788982,-15.160188,битый
-24.106369,-6.186142,чудом
15.2004795,-49.996468,панель
-43.230434,-4.4486594,выстроиться
35.105656,-11.2249775,рассердиться
-3.3187711,-37.859486,прислониться
36.734257,-36.157887,прогуляться
-20.552116,38.700874,тайно
-59.15543,-5.067366,дуата
17.346409,-33.931652,пройтись
49.2553,28.043402,принцип
26.956633,-24.42118,деваться
16.914076,3.5456696,отыскаться
10.60173,-13.1819315,вчерашний
-18.834776,-45.443817,зажечься
-36.94626,-51.847816,призыв
3.3462825,-43.693214,хлопнуть
41.74334,32.640793,полезный
-7.0254536,9.171682,полуночь
14.97021,12.650052,опытный
-20.9905,23.696205,андрил
45.739838,33.21365,данный
32.15212,3.8564646,поделать
12.005844,28.890636,расставаться
-23.097494,-8.107993,летать
13.969935,26.099636,учтивый
37.131245,40.184933,пребывать
16.255566,45.71397,орудие
-59.947445,-11.82026,углубиться
11.613264,36.43498,глашатай
54.461464,17.687998,монреаль
24.507843,-16.827919,нету
-12.517128,13.028041,дикарь
-26.848242,53.255394,идриль
-46.083607,-21.74509,сливаться
22.826078,-47.441338,стакан
-8.225777,17.567228,пытка
4.193322,35.27054,осмелиться
-26.973555,48.6542,эн
-26.624853,54.41074,диора
-37.5069,-50.131073,склеп
-6.913109,-17.112003,очаг
-4.594283,7.425079,стемнеть
34.12907,16.730923,подробный
11.210602,-25.42792,повиноваться
-55.622807,-6.220627,прорезать
16.493124,-54.94892,каминный
-25.431948,-37.032185,мелькать
26.863903,23.752375,беречь
-14.54236,12.9184475,ворон
